[DEBUG parseFuncDecl] nameToken=failsafe, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=page_delete, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=page_slot_is_alive, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_update, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=page_defragment, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=bloom_hash1, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_hash2, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_create, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_add, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_check, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_serialize_size, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_serialize, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_deserialize, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sstable_record_size, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sstable_serialize_record, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=sstable_flush_page, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sstable_build_index, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=sstable_write, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=sstable_open_read, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=sstable_close_read, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sstable_find_block, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=sstable_load_block, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sstable_read_record, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=sst_rec_key, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sst_rec_val_ptr, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sst_rec_val_len, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sst_rec_is_tombstone, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sst_rec_free, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sstable_get, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=sstable_iter_create, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=sstable_iter_next, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=sstable_iter_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=flush_ensure_dirs, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=flush_memtable, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_create, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_size, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_is_empty, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_swap, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_less, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_up, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_down, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_push, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_pop_record, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_pop_iter_idx, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_pop_key, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_pop, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=merge_iter_create, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=merge_iter_next, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=merge_iter_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compact_level, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=compact_l0_to_l1, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_stats_total, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_stats_bytes_written, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_stats_records_merged, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=maybe_compact, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=nitpick_libc_thread_spawn, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_worker_loop, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_worker_start, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_signal_l0, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_signal_shutdown, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=wp_init, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=wp_put, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=wp_delete, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=wp_active_memtable, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=wp_frozen_memtable, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=wp_clear_frozen, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=wp_level_manager, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=wp_shutdown, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=wp_flush_wal, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ast_node_make, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ast_arena_init, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=ast_arena_alloc, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ast_arena_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=streq, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=parse_filter, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=streq_len, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=path_segment_len, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=eval_path, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=fmt_int, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt_bool, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt_repeat, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt_pad_left, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt_pad_right, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt_hex, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt_float, peek()==, type=168
PARSING CAST: token=CAST isUnchecked=0
PARSING CAST: token=CAST isUnchecked=0
[DEBUG parseFuncDecl] nameToken=fmt_replace_first_placeholder, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt2, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt3, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=fmt4, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_get_capacity, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_get_size, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_get_is_max, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_get_elements, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_get_candidate_ptr, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_get_dist, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_pq_get_slot, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_get_gen, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_set_candidate, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_pq_copy_candidate, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_compare, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_sift_up, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_sift_down, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_create, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_pq_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_grow, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_pq_push, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_pop, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_pq_peek, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_node_get_id, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_node_set_id, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_node_get_layer, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_node_set_layer, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_node_get_num_neighbors, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_node_set_num_neighbors, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_node_get_max_neighbors, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_node_set_max_neighbors, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_node_get_vector_offset, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_node_set_vector_offset, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_neighbor_base, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_node_get_neighbor_slot, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_node_get_neighbor_gen, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_node_get_neighbor_arena_id, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_node_set_neighbor, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_node_clear_neighbor, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_neighbor_is_null, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_hnsw_arena_get_node_buf, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_arena_get_gen_buf, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_arena_get_free_buf, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_arena_get_capacity, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_arena_get_used, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_arena_get_free_top, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_arena_get_arena_id, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_arena_create, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_arena_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_arena_alloc_node, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_arena_free_node, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_arena_get_node, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_hnsw_arena_get_node_unchecked, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=handle_encode, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=handle_decode, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=handle_is_null, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=l2sq_scalar, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=l2sq_simd, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ip_scalar, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ip_simd, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=cosine_scalar, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=cosine_simd, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=l2sq_scalar_pub, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ip_scalar_pub, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=cosine_scalar_pub, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=l2sq_simd_pub, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ip_simd_pub, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=cosine_simd_pub, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_create, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_graph_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_get_ep, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_set_ep, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_get_max_layer, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_set_max_layer, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_get_arena, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_get_vector_buf, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_get_vector_dim, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_get_M, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_get_M0, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_get_ef_construction, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_graph_get_mL, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_graph_distance, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_visited_create, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_visited_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_visited_clear, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_visited_mark, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_visited_check, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=evaluate_filter, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_search_layer, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=rand_next, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=hnsw_random_layer, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_select_neighbors, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_shrink_connections, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=hnsw_insert, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=controller_create_collection, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=controller_insert, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=controller_search, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=route_request, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_type, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_set_type, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_num_children, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_set_num_children, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_prefix_len, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_set_prefix_len, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_prefix_byte, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_set_prefix_byte, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_is_locked, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_lock, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_unlock, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_is_obsolete, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_node_mark_obsolete, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=art_alloc_node4, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=art_alloc_node16, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=art_alloc_node48, peek()==, type=168
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
PARSING CAST: token=CAST_UNCHECKED isUnchecked=1
[DEBUG parseFuncDecl] nameToken=art_alloc_node256, peek()==, type=168
